,number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_kernel,system_attrs_grid_id,system_attrs_search_space,state
0,0,15.38203927193121,2024-07-20 15:03:59.595673,2024-07-20 15:03:59.754525,0 days 00:00:00.158852,19.306977288832496,10.0,linear,0,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
1,1,0.09106032912654978,2024-07-20 15:03:59.800140,2024-07-20 15:04:03.531936,0 days 00:00:03.731796,0.02682695795279726,0.1,linear,1,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
2,2,0.09262365115512576,2024-07-20 15:04:03.667575,2024-07-20 15:04:10.055316,0 days 00:00:06.387741,0.02682695795279726,0.0001,linear,2,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
3,3,,2024-07-20 15:04:10.094557,2024-07-20 15:06:10.214667,0 days 00:02:00.120110,3.7275937203149416,0.01,linear,3,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
4,4,0.1135256018214239,2024-07-20 15:06:10.245238,2024-07-20 15:06:12.680456,0 days 00:00:02.435218,0.001,0.0001,linear,4,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
5,5,0.15202013910389142,2024-07-20 15:06:12.737667,2024-07-20 15:06:13.746160,0 days 00:00:01.008493,0.7196856730011522,1.0,linear,5,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
6,6,0.09114879509321813,2024-07-20 15:06:13.805262,2024-07-20 15:07:34.849784,0 days 00:01:21.044522,0.7196856730011522,0.01,linear,6,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
7,7,0.13456937839519337,2024-07-20 15:07:34.893620,2024-07-20 15:07:35.194705,0 days 00:00:00.301085,0.13894954943731375,1.0,linear,7,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
8,8,0.09145329887405526,2024-07-20 15:07:35.238574,2024-07-20 15:09:05.439751,0 days 00:01:30.201177,0.7196856730011522,0.0001,linear,8,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
9,9,0.09166767909429684,2024-07-20 15:09:05.499238,2024-07-20 15:09:26.754600,0 days 00:00:21.255362,0.13894954943731375,0.0001,linear,9,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
10,10,,2024-07-20 15:09:26.815590,2024-07-20 15:11:27.079791,0 days 00:02:00.264201,3.7275937203149416,0.0001,linear,10,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
11,11,15.38203927193121,2024-07-20 15:11:27.119896,2024-07-20 15:11:27.249314,0 days 00:00:00.129418,0.13894954943731375,10.0,linear,11,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
12,12,15.38203927193121,2024-07-20 15:11:27.295410,2024-07-20 15:11:27.435232,0 days 00:00:00.139822,0.001,10.0,linear,12,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
13,13,0.0961787611166145,2024-07-20 15:11:27.475779,2024-07-20 15:11:31.395699,0 days 00:00:03.919920,0.005179474679231213,0.0001,linear,13,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
14,14,,2024-07-20 15:11:31.599343,2024-07-20 15:13:31.855038,0 days 00:02:00.255695,3.7275937203149416,0.1,linear,14,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
15,15,0.08936781001903159,2024-07-20 15:13:31.899096,2024-07-20 15:14:14.925133,0 days 00:00:43.026037,0.7196856730011522,0.1,linear,15,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
16,16,,2024-07-20 15:14:14.979742,2024-07-20 15:16:15.348523,0 days 00:02:00.368781,19.306977288832496,0.001,linear,16,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
17,17,0.09566427901670987,2024-07-20 15:16:15.423809,2024-07-20 15:16:17.320363,0 days 00:00:01.896554,0.005179474679231213,0.1,linear,17,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
18,18,0.08958001622941716,2024-07-20 15:16:17.386904,2024-07-20 15:16:27.975146,0 days 00:00:10.588242,0.13894954943731375,0.1,linear,18,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
19,19,,2024-07-20 15:16:28.055276,2024-07-20 15:18:28.246874,0 days 00:02:00.191598,19.306977288832496,0.0001,linear,19,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
20,20,,2024-07-20 15:18:28.295204,2024-07-20 15:20:28.475462,0 days 00:02:00.180258,100.0,0.0001,linear,20,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
21,21,0.09213347005152765,2024-07-20 15:20:28.573262,2024-07-20 15:20:35.404702,0 days 00:00:06.831440,0.02682695795279726,0.01,linear,21,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
22,22,,2024-07-20 15:20:35.462309,2024-07-20 15:22:35.668712,0 days 00:02:00.206403,19.306977288832496,0.01,linear,22,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
23,23,15.38203927193121,2024-07-20 15:22:35.715787,2024-07-20 15:22:35.984462,0 days 00:00:00.268675,0.7196856730011522,10.0,linear,23,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
24,24,15.38203927193121,2024-07-20 15:22:36.065113,2024-07-20 15:22:36.274443,0 days 00:00:00.209330,0.005179474679231213,10.0,linear,24,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
25,25,0.09256419963764514,2024-07-20 15:22:36.341258,2024-07-20 15:22:43.756626,0 days 00:00:07.415368,0.02682695795279726,0.001,linear,25,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
26,26,0.15998756745711482,2024-07-20 15:22:43.843796,2024-07-20 15:22:47.341030,0 days 00:00:03.497234,3.7275937203149416,1.0,linear,26,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
27,27,0.14746361151050993,2024-07-20 15:22:47.410811,2024-07-20 15:22:47.821346,0 days 00:00:00.410535,0.005179474679231213,1.0,linear,27,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
28,28,0.11350315392751711,2024-07-20 15:22:47.890725,2024-07-20 15:22:51.115666,0 days 00:00:03.224941,0.001,0.01,linear,28,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
29,29,,2024-07-20 15:22:51.193394,2024-07-20 15:24:51.432405,0 days 00:02:00.239011,19.306977288832496,0.1,linear,29,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
30,30,0.165250272341181,2024-07-20 15:24:51.483024,2024-07-20 15:26:28.978899,0 days 00:01:37.495875,100.0,1.0,linear,30,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
31,31,15.38203927193121,2024-07-20 15:26:29.040284,2024-07-20 15:26:29.256757,0 days 00:00:00.216473,100.0,10.0,linear,31,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
32,32,,2024-07-20 15:26:29.318597,2024-07-20 15:28:29.512524,0 days 00:02:00.193927,3.7275937203149416,0.001,linear,32,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
33,33,0.11346832229004793,2024-07-20 15:28:29.559550,2024-07-20 15:28:32.755569,0 days 00:00:03.196019,0.001,0.001,linear,33,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
34,34,0.11271869316040148,2024-07-20 15:28:32.795227,2024-07-20 15:28:34.565038,0 days 00:00:01.769811,0.001,0.1,linear,34,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
35,35,,2024-07-20 15:28:34.615548,2024-07-20 15:30:34.770300,0 days 00:02:00.154752,100.0,0.01,linear,35,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
36,36,0.12476552574716568,2024-07-20 15:30:34.818215,2024-07-20 15:30:35.128663,0 days 00:00:00.310448,0.02682695795279726,1.0,linear,36,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
37,37,0.16429068806606525,2024-07-20 15:30:35.189855,2024-07-20 15:30:52.040684,0 days 00:00:16.850829,19.306977288832496,1.0,linear,37,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
38,38,0.09615621931879399,2024-07-20 15:30:52.106449,2024-07-20 15:30:57.166720,0 days 00:00:05.060271,0.005179474679231213,0.001,linear,38,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
39,39,,2024-07-20 15:30:57.228642,2024-07-20 15:32:57.397862,0 days 00:02:00.169220,100.0,0.1,linear,39,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
40,40,0.09643271437032079,2024-07-20 15:32:57.460547,2024-07-20 15:33:02.768590,0 days 00:00:05.308043,0.005179474679231213,0.01,linear,40,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
41,41,0.09165493699083231,2024-07-20 15:33:02.851903,2024-07-20 15:33:32.194213,0 days 00:00:29.342310,0.13894954943731375,0.001,linear,41,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
42,42,15.38203927193121,2024-07-20 15:33:32.271207,2024-07-20 15:33:32.485617,0 days 00:00:00.214410,3.7275937203149416,10.0,linear,42,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
43,43,0.23442339822512526,2024-07-20 15:33:32.559153,2024-07-20 15:33:32.888519,0 days 00:00:00.329366,0.001,1.0,linear,43,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
44,44,0.09160986077013056,2024-07-20 15:33:32.952615,2024-07-20 15:35:25.043703,0 days 00:01:52.091088,0.7196856730011522,0.001,linear,44,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
45,45,,2024-07-20 15:35:25.115035,2024-07-20 15:37:25.303836,0 days 00:02:00.188801,100.0,0.001,linear,45,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",FAIL
46,46,15.38203927193121,2024-07-20 15:37:25.349529,2024-07-20 15:37:25.569301,0 days 00:00:00.219772,0.02682695795279726,10.0,linear,46,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
47,47,0.091213596490981,2024-07-20 15:37:25.638532,2024-07-20 15:37:53.130473,0 days 00:00:27.491941,0.13894954943731375,0.01,linear,47,"{'C': [0.001, 0.005179474679231213, 0.02682695795279726, 0.13894954943731375, 0.7196856730011522, 3.7275937203149416, 19.306977288832496, 100.0], 'epsilon': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0], 'kernel': ['linear']}",COMPLETE
